PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,class
4.807995281502467,5.510264974155388,1.8015200382348546,-2.5470874714888523,0.7111856559931377,0.5263922434821068,-0.8911593811853037,-1.194657684533915,0.6105319378590784,1.219507942542092,0.0003881126141389812,1.8467010583518007,0.14002227282627894,-0.8880095389250624,1.6260851286505114,0.3536226336588173,1.2991153809311262,-0.2983949872673673,1.031949614883625,-0.48202842712493943,0.279176831641314,0.7977335564041595,0.00970055303137298,-0.28774070282323855,-0.21935426339468725,0.8960220303615107,0.2135249133284681,0.4126696351950845,0.6614514154094349,0.10603757751064057,-0.11669754605577189,0
3.1951660313554906,5.613337084966395,0.8953618398059379,-1.8984835697021467,0.4713674686587996,0.2001492432534501,-0.9599274040536974,-1.1875860474018356,0.5146479562217852,1.16624907771041,0.11555538935667928,1.9176107465998113,-0.0827031299992009,-1.0114896874745876,1.4539659444093238,0.32774258665164213,1.4788377741951784,-0.516141563802082,1.2453528620388425,-0.3582555767728384,0.29760969783745905,0.7120694894333086,-0.0369145000898822,-0.22437709817412071,-0.38422401803830625,0.7677483262478232,0.049630201985622256,0.512259478566046,0.5973366302116814,0.10737332084861127,-0.17904568520686015,0
3.314370028304412,5.799713334277699,0.6921079015871023,-1.5278461673925399,0.46855745458781073,-0.06307205824525215,-1.014978942025745,-1.3578685421081798,0.6358273137784266,1.320406412831924,0.13002585499521813,2.1830276590417657,-0.10602010015711455,-1.1007111996821333,1.3718212702474621,0.2944517324229424,1.4878320385532644,-0.5499252115511933,1.1313171535291107,-0.732805930640933,0.2195995361348984,0.6778622492541777,0.044985137320579294,-0.013492687170961592,-0.3636855671690667,0.813043234885987,0.05961008258335127,0.2576898431328013,0.7841796582487726,0.2703485967401098,0.15339740356767698,0
0.7552842887857866,4.092226465148927,2.6105047400435684,-1.5291757140056554,1.158855553696444,-0.03625573695746523,-1.5257161388844978,-1.0354164969321198,1.0082030464989398,1.1928746056838413,0.29013545779728594,1.442374714977368,0.23751705080806498,-1.525658613405107,1.131713438890594,-0.24416954926433784,0.7956356944405107,-0.7276249967027517,0.564771312386393,-0.2680234061705885,0.48065836994259703,0.5352416166847906,-0.24759368295895223,-0.32211134253375895,-0.15973414373207465,1.0426370687136155,0.27646252491253404,0.4151245316145027,0.39701966857701615,0.23475264501957624,-0.025117422394158952,0
-0.29833555416317015,4.338340055618075,1.5096925372446692,-0.9524261966837207,0.7596263361035738,-0.34663457776321643,-1.8887767193185718,-0.7634769863803859,0.8925132218672657,1.1972646020242228,0.4063067867901256,1.5317052503723718,0.2759079526097006,-1.6976396449890903,1.248412881808463,-0.029097372801915853,0.8633941819384209,-0.7394428012018484,0.6794651767698666,-0.4285777626216499,0.35388865529826147,0.5619683080904075,0.13396845669722218,-0.18403044782259592,-0.2415886291647625,0.6535955747235798,-0.009164381540812425,0.24479263382955319,0.3051927766421019,0.17739392450372352,0.0094241029994988,0
-0.2668938875599232,4.677790792683777,1.6192998772045313,-1.1457665549023663,1.2963499080090024,-0.5461019544776415,-1.542968349635289,-1.097395527152975,0.8623292084626022,1.1527581823237654,0.6371755105873108,1.6888684143590624,0.1501666228696457,-1.6206081345940753,1.0535007853833067,-0.08625543406743026,0.9437764753154776,-0.5018101533246221,0.8291991750203997,-0.693033912595309,0.29161335674839817,0.39404404006333527,0.005139353768568723,-0.3921898881782488,-0.2785722506198045,0.46936960768106806,-0.1463316511400387,0.2530248925047077,0.33730425400386616,-0.14584119492921988,0.33997491466125274,0
-0.7366200954399402,3.5264869219406902,3.4959737594449427,-1.751934918267058,2.0243477905897262,-0.18532902067031393,-1.6551903481924806,-0.9652974759573443,1.1707364199830153,1.2081911892854054,0.536851516005164,1.5806255528066568,0.44369841662301956,-1.7224646079265897,0.5513175032026848,-0.0632667940169642,0.4340771453792705,-0.6246151268513908,0.4598386429218486,-0.33017148226915294,0.22423144009642682,0.6004622823111113,-0.1657595562904228,-0.17352209032079277,-0.10538131544525915,0.5020795231035765,0.3530557893399043,0.4258589506684918,0.16123514593140956,0.22279149242470767,0.35013508105438956,0
-2.1156003466237365,3.853404796565581,2.4343888072886286,-1.3414048033621515,1.7379617871360302,-0.4874814618479507,-1.8226146811304245,-0.83201278390923,0.899562837363079,1.3308510821055963,0.5820851650395973,1.582322868348514,0.42783179898794443,-1.6018634570790489,0.9932196711536795,-0.2521703982525929,0.5358242594565596,-0.8975230697893092,0.2698391147878591,-0.35126137619666953,0.1957647925224279,0.30557162579395536,-0.15386649724671567,-0.16891068512923574,-0.20460921764742737,0.6747980905510161,0.25601054926621314,-0.0725794423095087,0.27100409012812143,0.1825295082338796,0.20033021876439477,0
-3.7349865246016174,4.246527111078172,1.4369270864677879,-1.161182185443013,1.7594768289362632,-0.6566002437496018,-1.8288144399831952,-1.263049163090135,0.8343933823358834,1.2432991520647456,1.0119600868397114,1.3320113035636887,0.7038673760132511,-1.7823772924118482,0.5871432892928613,-0.08488974567164123,0.473395805625859,-0.5022800918714329,0.5778831503514229,-0.39527850197602277,0.5446811752224384,0.28343278987281567,0.1261387370734955,-0.20631386709171332,-0.2769869263825146,0.1338320297667426,0.12499544097424499,0.18009871115678278,0.12169748620159303,-0.3223163078638072,0.38894936631821697,0
-2.2630978708374307,1.3752340145499824,5.080702890600456,-0.6225948595728736,1.1608257079274227,-0.38635256231497317,-2.3902808314803767,-0.9861071809962888,1.5517038891298474,1.6852048426988224,-0.10907530658332695,1.6512530452109893,0.3439140568782628,-1.728818875787682,0.26233569935824214,-0.29082487064486995,-0.13769435425139542,0.0853468812648322,0.6285891703775406,-0.2118907581656461,0.7202073620935048,0.3559552933790108,-0.2507131411489383,0.10414847551559908,0.2434228473814466,-0.06141496904450461,0.2709579234977043,0.09325537507181526,0.29677891030776854,-0.03328300635486143,0.17981075516405837,0
-2.8734541950031773,2.132948617784218,4.363876955830681,-0.3255988249494101,1.5705754617702519,-0.27397936803797723,-2.28012138857533,-0.710982591321565,1.3994175572624876,1.3030095685416663,0.04389090679296938,1.6600424667125966,0.22675385566290432,-1.8564088772768934,0.9999630978242616,-0.21862006251780544,0.31966049370097654,-0.4594176810160177,0.08670997865985741,-0.3600637085023013,0.4784016530828021,0.021041554830984653,-0.08989864549219248,0.2961060985743419,0.18414196078725914,0.2437784484241822,-0.0369359369878178,-0.2553603936700261,0.06877610365017384,0.20334532700279756,0.39835642300401514,0
-3.406610640578034,2.1535393025857426,3.4036108908052753,0.07923166569310329,1.3859616012955527,-0.6290615938882119,-2.5181778607161873,-0.797746847276602,1.144786485638972,1.5303974050616749,0.3206021840496393,2.0916282345645447,0.40260980590958273,-2.086377892735045,0.47267176649468984,-0.013616339571481537,0.36839981226572166,0.07267398748752946,0.6566604791284706,-0.5983146170068216,0.7399706940363254,0.12502879468358727,0.18646668725623847,0.2860153392229385,0.09907432403678058,-0.00985724256116396,-0.3173119109363549,-0.16220927257706969,0.49619286868895246,-0.25509415059941726,0.15945514207756822,0
-4.205054028054744,0.51403690813267,4.9061340494420556,-0.3852546824091933,0.13483912006283144,-0.156374757771873,-2.502477793521836,-0.28821833969593236,0.9942149934668724,1.5542819890354538,0.13883495449093097,1.1544036101630872,0.5769242004751952,-1.545204837870338,0.5692678913354409,-0.09365038399315648,-0.45266564200896275,0.2205136751413424,1.128330894728789,0.2153513054919773,0.8903761552845144,-0.1388692069951257,-0.9719917529843631,-0.21445308927360787,0.21748376737610256,-0.33977522638515884,-0.23554452097966563,0.0060708095214053355,-0.11609471614386394,0.05754491832191298,0.004771588680712026,0
